order_id,order_date,user_id,name,city,membership,restaurant_id,restaurant_name,cuisine,rating,total_amount,year,month,month_name,day_of_week,quarter,week_of_year,is_weekend,season,order_size
2667,2023-08-19,483,User_483,Pune,Gold,157,Sai Restaurant Family Restaurant,Italian,4.5,357.12,2023,8,August,Saturday,3,33,True,Summer,Medium
2668,2023-08-17,2921,User_2921,Hyderabad,Regular,382,Annapurna Mess Andhra,,,1474.95,2023,8,August,Thursday,3,33,False,Summer,Extra Large
2669,2023-07-24,456,User_456,Pune,Regular,173,Darbar Delights South Indian,Chinese,3.7,530.28,2023,7,July,Monday,3,30,False,Summer,Medium
2670,2023-10-16,60,User_60,Chennai,Gold,29,Spice Kitchen Pure Veg,Italian,3.0,1197.83,2023,10,October,Monday,4,42,False,Fall,Extra Large
2671,2023-06-06,1363,User_1363,Bangalore,Gold,221,New Mess Non-Veg,Chinese,3.7,1256.29,2023,6,June,Tuesday,2,23,False,Summer,Extra Large
2672,2023-02-05,266,User_266,Bangalore,Regular,124,Spice Dhaba Andhra,Mexican,3.5,1291.7,2023,2,February,Sunday,1,5,True,Winter,Extra Large
2673,2023-02-13,2616,User_2616,Chennai,Gold,287,Amma Cafe South Indian,,,437.36,2023,2,February,Monday,1,7,False,Winter,Medium
2674,2023-12-17,1521,User_1521,Hyderabad,Regular,301,Classic Tiffins North Indian,,,387.4,2023,12,December,Sunday,4,50,True,Winter,Medium
2675,2023-10-27,1005,User_1005,Chennai,Gold,140,Royal Tiffins Punjabi,Italian,3.3,276.1,2023,10,October,Friday,4,43,False,Fall,Small
2676,2023-09-11,1232,User_1232,Pune,Gold,152,Hotel Curry House Punjabi,Indian,4.8,140.3,2023,9,September,Monday,3,37,False,Fall,Small
2677,2023-03-17,593,User_593,Hyderabad,Gold,182,Annapurna Restaurant Andhra,Mexican,4.8,112.27,2023,3,March,Friday,1,11,False,Spring,Small
2678,2023-01-10,886,User_886,Bangalore,Regular,47,Ruchi Cafe Punjabi,Indian,3.4,898.65,2023,1,January,Tuesday,1,2,False,Winter,Large
2679,2023-03-23,1319,User_1319,Hyderabad,Gold,373,Sai Delights Chinese,,,225.17,2023,3,March,Thursday,1,12,False,Spring,Small
2680,2023-04-03,353,User_353,Chennai,Regular,447,Amma Biryani South Indian,,,464.75,2023,4,April,Monday,2,14,False,Spring,Medium
2681,2023-08-23,1217,User_1217,Chennai,Gold,344,Annapurna Kitchen North Indian,,,742.02,2023,8,August,Wednesday,3,34,False,Summer,Large
2682,2023-03-09,78,User_78,Pune,Gold,390,Grand Restaurant Pure Veg,,,446.85,2023,3,March,Thursday,1,10,False,Spring,Medium
2683,2023-08-11,2666,User_2666,Chennai,Gold,452,Classic Delights Multicuisine,,,1183.92,2023,8,August,Friday,3,32,False,Summer,Extra Large
2684,2023-01-09,371,User_371,Bangalore,Regular,73,Spice Mess Andhra,Mexican,3.1,1117.83,2023,1,January,Monday,1,2,False,Winter,Extra Large
2685,2023-12-30,1366,User_1366,Bangalore,Gold,211,Darbar Mess Multicuisine,Chinese,3.1,932.01,2023,12,December,Saturday,4,52,True,Winter,Extra Large
2686,2023-05-05,755,User_755,Chennai,Regular,133,Spice Foods Non-Veg,Italian,4.5,1404.01,2023,5,May,Friday,2,18,False,Spring,Extra Large
2687,2023-02-21,2322,User_2322,Pune,Gold,364,Sri Foods Non-Veg,,,916.44,2023,2,February,Tuesday,1,8,False,Winter,Extra Large
2688,2023-12-13,2596,User_2596,Pune,Regular,490,Swagath Curry House Punjabi,,,530.91,2023,12,December,Wednesday,4,50,False,Winter,Medium
2689,2023-08-23,2985,User_2985,Hyderabad,Regular,387,New Tiffins Andhra,,,840.01,2023,8,August,Wednesday,3,34,False,Summer,Large
2690,2023-08-30,864,User_864,Hyderabad,Gold,123,Grand Restaurant Non-Veg,Chinese,4.2,633.15,2023,8,August,Wednesday,3,35,False,Summer,Large
2691,2023-05-05,2875,User_2875,Hyderabad,Gold,450,New Foods Chinese,,,1036.46,2023,5,May,Friday,2,18,False,Spring,Extra Large
2692,2023-11-27,2166,User_2166,Chennai,Gold,168,Ruchi Foods Family Restaurant,Indian,3.7,1080.61,2023,11,November,Monday,4,48,False,Fall,Extra Large
2693,2023-01-13,2501,User_2501,Chennai,Gold,128,Swagath Kitchen South Indian,Indian,4.5,865.04,2023,1,January,Friday,1,2,False,Winter,Large
2694,2023-08-18,527,User_527,Bangalore,Gold,28,Swagath Delights Multicuisine,Chinese,3.6,1374.57,2023,8,August,Friday,3,33,False,Summer,Extra Large
2695,2023-08-08,1535,User_1535,Chennai,Regular,30,Spice Tiffins Non-Veg,Mexican,4.6,1273.78,2023,8,August,Tuesday,3,32,False,Summer,Extra Large
2696,2023-01-25,1293,User_1293,Hyderabad,Gold,375,Hotel Delights Multicuisine,,,910.11,2023,1,January,Wednesday,1,4,False,Winter,Extra Large
2697,2023-12-04,2766,User_2766,Bangalore,Gold,246,Ruchi Tiffins Pure Veg,Mexican,3.9,508.49,2023,12,December,Monday,4,49,False,Winter,Medium
2698,2023-10-28,2507,User_2507,Hyderabad,Regular,251,Grand Curry House Andhra,Chinese,3.9,965.78,2023,10,October,Saturday,4,43,True,Fall,Extra Large
2699,2023-09-28,1900,User_1900,Bangalore,Gold,441,Darbar Curry House Family Restaurant,,,125.29,2023,9,September,Thursday,3,39,False,Fall,Small
2700,2023-05-11,1081,User_1081,Hyderabad,Gold,327,Royal Tiffins Chinese,,,167.05,2023,5,May,Thursday,2,19,False,Spring,Small
2701,2023-01-26,1556,User_1556,Bangalore,Regular,468,New Restaurant North Indian,,,170.89,2023,1,January,Thursday,1,4,False,Winter,Small
2702,2023-02-11,1062,User_1062,Chennai,Regular,12,Royal Foods Multicuisine,Mexican,3.4,372.93,2023,2,February,Saturday,1,6,True,Winter,Medium
2703,2023-04-11,1961,User_1961,Pune,Regular,254,Ruchi Dhaba Chinese,Indian,4.7,293.54,2023,4,April,Tuesday,2,15,False,Spring,Small
2704,2023-06-25,2979,User_2979,Chennai,Gold,200,Annapurna Restaurant Pure Veg,Chinese,3.9,1141.34,2023,6,June,Sunday,2,25,True,Summer,Extra Large
2705,2023-01-12,162,User_162,Bangalore,Gold,97,Annapurna Delights Andhra,Mexican,3.7,350.17,2023,1,January,Thursday,1,2,False,Winter,Medium
2706,2023-02-23,1414,User_1414,Bangalore,Regular,276,Sri Kitchen Chinese,Italian,3.4,967.56,2023,2,February,Thursday,1,8,False,Winter,Extra Large
2707,2023-10-06,575,User_575,Bangalore,Gold,499,Annapurna Tiffins South Indian,,,1047.44,2023,10,October,Friday,4,40,False,Fall,Extra Large
2708,2023-03-03,2378,User_2378,Chennai,Gold,215,Spice Biryani Punjabi,Mexican,4.4,1196.63,2023,3,March,Friday,1,9,False,Spring,Extra Large
2709,2023-10-31,1411,User_1411,Chennai,Regular,429,Annapurna Biryani Pure Veg,,,1020.17,2023,10,October,Tuesday,4,44,False,Fall,Extra Large
2710,2023-06-16,652,User_652,Bangalore,Regular,127,Hotel Eatery Family Restaurant,Chinese,5.0,889.88,2023,6,June,Friday,2,24,False,Summer,Large
2711,2023-07-21,785,User_785,Chennai,Gold,141,Amma Kitchen South Indian,Mexican,3.3,1384.29,2023,7,July,Friday,3,29,False,Summer,Extra Large
2712,2023-09-19,496,User_496,Chennai,Regular,373,Sai Delights Chinese,,,619.41,2023,9,September,Tuesday,3,38,False,Fall,Large
2713,2023-08-11,1695,User_1695,Bangalore,Gold,47,Ruchi Cafe Punjabi,Indian,3.4,1429.43,2023,8,August,Friday,3,32,False,Summer,Extra Large
2714,2023-01-13,1031,User_1031,Hyderabad,Regular,131,Hotel Restaurant Non-Veg,Italian,3.4,394.84,2023,1,January,Friday,1,2,False,Winter,Medium
2715,2023-05-17,1907,User_1907,Pune,Gold,412,Darbar Cafe Pure Veg,,,523.2,2023,5,May,Wednesday,2,20,False,Spring,Medium
2716,2023-11-07,1330,User_1330,Chennai,Gold,254,Ruchi Dhaba Chinese,Indian,4.7,1191.57,2023,11,November,Tuesday,4,45,False,Fall,Extra Large
2717,2023-11-24,272,User_272,Pune,Regular,157,Sai Restaurant Family Restaurant,Italian,4.5,1201.83,2023,11,November,Friday,4,47,False,Fall,Extra Large
2718,2023-07-08,1585,User_1585,Bangalore,Regular,344,Annapurna Kitchen North Indian,,,633.12,2023,7,July,Saturday,3,27,True,Summer,Large
2719,2023-04-04,2167,User_2167,Hyderabad,Gold,173,Darbar Delights South Indian,Chinese,3.7,777.3,2023,4,April,Tuesday,2,14,False,Spring,Large
2720,2023-10-15,1508,User_1508,Pune,Gold,334,Darbar Tiffins Family Restaurant,,,314.77,2023,10,October,Sunday,4,41,True,Fall,Medium
2721,2023-05-20,2565,User_2565,Pune,Regular,112,Grand Cafe Punjabi,Chinese,3.2,253.85,2023,5,May,Saturday,2,20,True,Spring,Small
2722,2023-12-22,1630,User_1630,Chennai,Regular,19,Classic Biryani Chinese,Indian,3.6,1450.13,2023,12,December,Friday,4,51,False,Winter,Extra Large
2723,2023-08-06,1283,User_1283,Hyderabad,Regular,406,Spice Foods Non-Veg,,,605.71,2023,8,August,Sunday,3,31,True,Summer,Large
2724,2023-11-17,166,User_166,Hyderabad,Regular,364,Sri Foods Non-Veg,,,885.59,2023,11,November,Friday,4,46,False,Fall,Large
2725,2023-01-11,190,User_190,Bangalore,Gold,115,Annapurna Eatery Non-Veg,Chinese,3.3,466.71,2023,1,January,Wednesday,1,2,False,Winter,Medium
2726,2023-01-17,824,User_824,Hyderabad,Regular,367,Ruchi Restaurant Punjabi,,,1446.99,2023,1,January,Tuesday,1,3,False,Winter,Extra Large
2727,2023-11-12,2321,User_2321,Bangalore,Gold,335,New Biryani Family Restaurant,,,994.97,2023,11,November,Sunday,4,45,True,Fall,Extra Large
2728,2023-09-12,2368,User_2368,Pune,Gold,352,Hotel Kitchen Multicuisine,,,119.08,2023,9,September,Tuesday,3,37,False,Fall,Small
2729,2023-04-27,125,User_125,Bangalore,Regular,219,Taste of Cafe Andhra,Mexican,4.6,699.1,2023,4,April,Thursday,2,17,False,Spring,Large
2730,2023-05-31,600,User_600,Chennai,Gold,180,Grand Restaurant Punjabi,Chinese,4.4,264.71,2023,5,May,Wednesday,2,22,False,Spring,Small
2731,2023-08-28,1496,User_1496,Chennai,Regular,36,Sai Dhaba South Indian,Italian,3.5,882.37,2023,8,August,Monday,3,35,False,Summer,Large
2732,2023-11-14,2350,User_2350,Hyderabad,Gold,346,Amma Dhaba Non-Veg,,,428.48,2023,11,November,Tuesday,4,46,False,Fall,Medium
2733,2023-12-31,2774,User_2774,Bangalore,Gold,166,Classic Cafe Andhra,Chinese,4.6,1169.44,2023,12,December,Sunday,4,52,True,Winter,Extra Large
2734,2023-08-30,153,User_153,Pune,Gold,304,Hotel Tiffins Andhra,,,950.82,2023,8,August,Wednesday,3,35,False,Summer,Extra Large
2735,2023-07-02,2524,User_2524,Hyderabad,Regular,499,Annapurna Tiffins South Indian,,,672.18,2023,7,July,Sunday,3,26,True,Summer,Large
2736,2023-08-19,2193,User_2193,Pune,Gold,17,Udupi Delights Non-Veg,Indian,4.6,294.69,2023,8,August,Saturday,3,33,True,Summer,Small
2737,2023-08-23,1541,User_1541,Chennai,Regular,351,Spice Dhaba Non-Veg,,,660.3,2023,8,August,Wednesday,3,34,False,Summer,Large
2738,2023-10-26,1499,User_1499,Pune,Gold,287,Amma Cafe South Indian,,,1285.14,2023,10,October,Thursday,4,43,False,Fall,Extra Large
2739,2023-08-14,1418,User_1418,Chennai,Gold,107,Spice Kitchen Punjabi,Mexican,4.0,340.68,2023,8,August,Monday,3,33,False,Summer,Medium
2740,2023-02-07,1515,User_1515,Bangalore,Regular,251,Grand Curry House Andhra,Chinese,3.9,1046.07,2023,2,February,Tuesday,1,6,False,Winter,Extra Large
2741,2023-11-27,1091,User_1091,Pune,Gold,318,Hotel Tiffins Pure Veg,,,941.84,2023,11,November,Monday,4,48,False,Fall,Extra Large
2742,2023-06-16,2378,User_2378,Chennai,Gold,390,Grand Restaurant Pure Veg,,,116.27,2023,6,June,Friday,2,24,False,Summer,Small
2743,2023-12-23,2726,User_2726,Bangalore,Regular,74,Spice Dhaba Non-Veg,Chinese,4.3,1468.47,2023,12,December,Saturday,4,51,True,Winter,Extra Large
2744,2023-01-19,2758,User_2758,Hyderabad,Gold,50,Taste of Cafe Punjabi,Mexican,4.8,1280.25,2023,1,January,Thursday,1,3,False,Winter,Extra Large
2745,2023-07-29,606,User_606,Hyderabad,Gold,226,Darbar Curry House Andhra,Indian,3.2,353.34,2023,7,July,Saturday,3,30,True,Summer,Medium
2746,2023-04-29,1128,User_1128,Pune,Gold,160,Hotel Tiffins Pure Veg,Chinese,4.2,1254.75,2023,4,April,Saturday,2,17,True,Spring,Extra Large
2747,2023-11-20,512,User_512,Hyderabad,Regular,179,Annapurna Foods Multicuisine,Italian,3.5,1430.71,2023,11,November,Monday,4,47,False,Fall,Extra Large
2748,2023-01-03,1061,User_1061,Bangalore,Gold,296,Grand Restaurant Multicuisine,,,558.33,2023,1,January,Tuesday,1,1,False,Winter,Medium
2749,2023-02-14,2675,User_2675,Hyderabad,Gold,498,Darbar Tiffins Non-Veg,,,873.46,2023,2,February,Tuesday,1,7,False,Winter,Large
2750,2023-08-11,122,User_122,Pune,Gold,14,Taste of Tiffins North Indian,Indian,3.8,901.78,2023,8,August,Friday,3,32,False,Summer,Extra Large
2751,2023-08-13,319,User_319,Bangalore,Gold,17,Udupi Delights Non-Veg,Indian,4.6,345.3,2023,8,August,Sunday,3,32,True,Summer,Medium
2752,2023-04-02,274,User_274,Pune,Gold,473,Sri Restaurant Andhra,,,297.35,2023,4,April,Sunday,2,13,True,Spring,Small
2753,2023-09-25,200,User_200,Hyderabad,Regular,190,Amma Restaurant Pure Veg,Chinese,3.1,895.14,2023,9,September,Monday,3,39,False,Fall,Large
2754,2023-07-18,826,User_826,Hyderabad,Gold,48,Royal Tiffins North Indian,Mexican,3.8,238.32,2023,7,July,Tuesday,3,29,False,Summer,Small
2755,2023-07-16,2283,User_2283,Hyderabad,Gold,348,Royal Restaurant Andhra,,,582.5,2023,7,July,Sunday,3,28,True,Summer,Medium
2756,2023-03-29,1545,User_1545,Hyderabad,Regular,227,Udupi Curry House Chinese,Italian,3.5,1371.96,2023,3,March,Wednesday,1,13,False,Spring,Extra Large
2757,2023-11-27,1571,User_1571,Pune,Gold,462,Grand Curry House Family Restaurant,,,432.9,2023,11,November,Monday,4,48,False,Fall,Medium
2758,2023-11-23,1639,User_1639,Hyderabad,Regular,375,Hotel Delights Multicuisine,,,1411.89,2023,11,November,Thursday,4,47,False,Fall,Extra Large
2759,2023-03-02,2794,User_2794,Pune,Regular,296,Grand Restaurant Multicuisine,,,1001.51,2023,3,March,Thursday,1,9,False,Spring,Extra Large
2760,2023-09-08,2648,User_2648,Hyderabad,Regular,338,Grand Kitchen Non-Veg,,,413.39,2023,9,September,Friday,3,36,False,Fall,Medium
2761,2023-06-18,1065,User_1065,Chennai,Regular,299,Taste of Kitchen North Indian,,,700.14,2023,6,June,Sunday,2,24,True,Summer,Large
2762,2023-05-20,323,User_323,Bangalore,Regular,247,Hotel Mess Punjabi,Mexican,3.2,1062.13,2023,5,May,Saturday,2,20,True,Spring,Extra Large
2763,2023-08-01,848,User_848,Pune,Regular,134,New Tiffins Non-Veg,Mexican,4.3,378.09,2023,8,August,Tuesday,3,31,False,Summer,Medium
2764,2023-08-05,2298,User_2298,Bangalore,Regular,75,New Cafe South Indian,Chinese,4.2,1036.72,2023,8,August,Saturday,3,31,True,Summer,Extra Large
2765,2023-06-25,1472,User_1472,Pune,Regular,115,Annapurna Eatery Non-Veg,Chinese,3.3,1462.79,2023,6,June,Sunday,2,25,True,Summer,Extra Large
2766,2023-05-16,2532,User_2532,Hyderabad,Gold,466,Sai Cafe South Indian,,,702.45,2023,5,May,Tuesday,2,20,False,Spring,Large
2767,2023-10-31,1908,User_1908,Bangalore,Gold,4,Annapurna Curry House Pure Veg,Chinese,4.1,1279.77,2023,10,October,Tuesday,4,44,False,Fall,Extra Large
2768,2023-08-08,2746,User_2746,Bangalore,Regular,307,Annapurna Curry House North Indian,,,1403.16,2023,8,August,Tuesday,3,32,False,Summer,Extra Large
2769,2023-10-08,2626,User_2626,Bangalore,Gold,401,Darbar Eatery Pure Veg,,,849.65,2023,10,October,Sunday,4,40,True,Fall,Large
2770,2023-08-27,1422,User_1422,Bangalore,Gold,20,Hotel Cafe Punjabi,Indian,3.7,214.44,2023,8,August,Sunday,3,34,True,Summer,Small
2771,2023-12-23,243,User_243,Bangalore,Regular,424,Sai Cafe Family Restaurant,,,487.17,2023,12,December,Saturday,4,51,True,Winter,Medium
2772,2023-08-22,2234,User_2234,Bangalore,Gold,216,Classic Delights Non-Veg,Italian,3.1,1028.24,2023,8,August,Tuesday,3,34,False,Summer,Extra Large
2773,2023-07-21,514,User_514,Bangalore,Gold,165,Udupi Kitchen Chinese,Mexican,4.3,365.93,2023,7,July,Friday,3,29,False,Summer,Medium
2774,2023-06-24,1194,User_1194,Chennai,Regular,5,Udupi Foods South Indian,Chinese,4.8,901.98,2023,6,June,Saturday,2,25,True,Summer,Extra Large
2775,2023-11-20,2533,User_2533,Pune,Regular,321,Sai Restaurant Non-Veg,,,1174.07,2023,11,November,Monday,4,47,False,Fall,Extra Large
2776,2023-03-30,2121,User_2121,Pune,Regular,21,Grand Biryani Family Restaurant,Indian,3.5,420.78,2023,3,March,Thursday,1,13,False,Spring,Medium
2777,2023-05-19,2204,User_2204,Chennai,Gold,462,Grand Curry House Family Restaurant,,,594.81,2023,5,May,Friday,2,20,False,Spring,Medium
2778,2023-08-20,1627,User_1627,Pune,Regular,479,Grand Mess Andhra,,,902.72,2023,8,August,Sunday,3,33,True,Summer,Extra Large
2779,2023-02-15,2032,User_2032,Chennai,Gold,150,Sri Cafe Non-Veg,Indian,4.2,241.65,2023,2,February,Wednesday,1,7,False,Winter,Small
2780,2023-02-05,2261,User_2261,Bangalore,Gold,122,Amma Eatery Non-Veg,Indian,3.9,1103.85,2023,2,February,Sunday,1,5,True,Winter,Extra Large
2781,2023-04-11,333,User_333,Pune,Gold,316,Darbar Tiffins Andhra,,,950.14,2023,4,April,Tuesday,2,15,False,Spring,Extra Large
2782,2023-02-11,2087,User_2087,Bangalore,Regular,471,Swagath Tiffins Punjabi,,,996.37,2023,2,February,Saturday,1,6,True,Winter,Extra Large
2783,2023-11-23,1387,User_1387,Pune,Gold,18,Annapurna Kitchen Family Restaurant,Italian,4.5,973.5,2023,11,November,Thursday,4,47,False,Fall,Extra Large
2784,2023-01-20,1991,User_1991,Pune,Regular,225,Darbar Tiffins Chinese,Italian,4.2,962.79,2023,1,January,Friday,1,3,False,Winter,Extra Large
2785,2023-09-19,2259,User_2259,Bangalore,Gold,497,Hotel Delights South Indian,,,653.72,2023,9,September,Tuesday,3,38,False,Fall,Large
2786,2023-05-27,1689,User_1689,Bangalore,Regular,141,Amma Kitchen South Indian,Mexican,3.3,995.0,2023,5,May,Saturday,2,21,True,Spring,Extra Large
2787,2023-11-29,1787,User_1787,Bangalore,Regular,266,Annapurna Delights Multicuisine,Italian,3.9,910.25,2023,11,November,Wednesday,4,48,False,Fall,Extra Large
2788,2023-08-07,1652,User_1652,Chennai,Regular,460,New Biryani Andhra,,,773.23,2023,8,August,Monday,3,32,False,Summer,Large
2789,2023-08-01,1915,User_1915,Chennai,Gold,120,Classic Biryani Multicuisine,Italian,3.2,1039.77,2023,8,August,Tuesday,3,31,False,Summer,Extra Large
2790,2023-10-29,2983,User_2983,Bangalore,Regular,327,Royal Tiffins Chinese,,,825.56,2023,10,October,Sunday,4,43,True,Fall,Large
2791,2023-09-22,2326,User_2326,Hyderabad,Gold,118,Amma Mess Pure Veg,Mexican,3.8,1248.41,2023,9,September,Friday,3,38,False,Fall,Extra Large
2792,2023-10-21,1784,User_1784,Pune,Regular,13,Taste of Mess Punjabi,Indian,4.6,1103.66,2023,10,October,Saturday,4,42,True,Fall,Extra Large
2793,2023-02-11,1225,User_1225,Bangalore,Regular,278,Swagath Mess Non-Veg,,,1096.45,2023,2,February,Saturday,1,6,True,Winter,Extra Large
2794,2023-06-29,572,User_572,Chennai,Gold,255,Hotel Tiffins Punjabi,Mexican,3.1,1145.21,2023,6,June,Thursday,2,26,False,Summer,Extra Large
2795,2023-08-19,2892,User_2892,Hyderabad,Gold,466,Sai Cafe South Indian,,,933.18,2023,8,August,Saturday,3,33,True,Summer,Extra Large
2796,2023-03-24,1430,User_1430,Hyderabad,Regular,42,Udupi Mess North Indian,Chinese,3.2,216.23,2023,3,March,Friday,1,12,False,Spring,Small
2797,2023-07-06,1586,User_1586,Hyderabad,Regular,255,Hotel Tiffins Punjabi,Mexican,3.1,1460.7,2023,7,July,Thursday,3,27,False,Summer,Extra Large
2798,2023-12-27,2148,User_2148,Pune,Regular,25,Swagath Cafe Punjabi,Chinese,3.7,398.69,2023,12,December,Wednesday,4,52,False,Winter,Medium
2799,2023-01-27,1497,User_1497,Bangalore,Regular,237,Grand Restaurant South Indian,Italian,4.5,883.25,2023,1,January,Friday,1,4,False,Winter,Large
2800,2023-07-08,415,User_415,Pune,Gold,408,Darbar Eatery Family Restaurant,,,1432.72,2023,7,July,Saturday,3,27,True,Summer,Extra Large
2801,2023-03-29,490,User_490,Bangalore,Gold,175,Sai Biryani Non-Veg,Chinese,4.1,388.41,2023,3,March,Wednesday,1,13,False,Spring,Medium
2802,2023-09-06,1895,User_1895,Chennai,Regular,415,Ruchi Dhaba Pure Veg,,,740.6,2023,9,September,Wednesday,3,36,False,Fall,Large
2803,2023-12-03,1456,User_1456,Chennai,Regular,63,Ruchi Foods South Indian,Italian,5.0,1477.57,2023,12,December,Sunday,4,48,True,Winter,Extra Large
2804,2023-02-14,1483,User_1483,Chennai,Gold,401,Darbar Eatery Pure Veg,,,699.35,2023,2,February,Tuesday,1,7,False,Winter,Large
2805,2023-10-26,2037,User_2037,Chennai,Gold,460,New Biryani Andhra,,,280.88,2023,10,October,Thursday,4,43,False,Fall,Small
2806,2023-07-12,568,User_568,Bangalore,Regular,52,Udupi Curry House South Indian,Mexican,4.9,540.42,2023,7,July,Wednesday,3,28,False,Summer,Medium
2807,2023-09-30,1692,User_1692,Hyderabad,Regular,468,New Restaurant North Indian,,,534.17,2023,9,September,Saturday,3,39,True,Fall,Medium
2808,2023-03-06,2922,User_2922,Chennai,Gold,199,Sri Eatery Chinese,Italian,3.4,627.5,2023,3,March,Monday,1,10,False,Spring,Large
2809,2023-01-17,1815,User_1815,Pune,Gold,336,Sai Foods Andhra,,,1494.83,2023,1,January,Tuesday,1,3,False,Winter,Extra Large
2810,2023-02-01,1404,User_1404,Bangalore,Gold,302,Spice Curry House Andhra,,,1065.76,2023,2,February,Wednesday,1,5,False,Winter,Extra Large
2811,2023-07-31,649,User_649,Pune,Gold,290,Taste of Kitchen Chinese,,,1233.95,2023,7,July,Monday,3,31,False,Summer,Extra Large
2812,2023-12-20,2153,User_2153,Bangalore,Gold,363,Annapurna Mess Pure Veg,,,672.61,2023,12,December,Wednesday,4,51,False,Winter,Large
2813,2023-11-13,391,User_391,Pune,Gold,303,Swagath Foods Andhra,,,1193.02,2023,11,November,Monday,4,46,False,Fall,Extra Large
2814,2023-04-19,420,User_420,Pune,Regular,490,Swagath Curry House Punjabi,,,769.04,2023,4,April,Wednesday,2,16,False,Spring,Large
2815,2023-03-05,1302,User_1302,Bangalore,Regular,471,Swagath Tiffins Punjabi,,,826.47,2023,3,March,Sunday,1,9,True,Spring,Large
2816,2023-06-05,2851,User_2851,Chennai,Gold,476,Royal Curry House Multicuisine,,,971.22,2023,6,June,Monday,2,23,False,Summer,Extra Large
2817,2023-05-29,235,User_235,Hyderabad,Gold,179,Annapurna Foods Multicuisine,Italian,3.5,1022.94,2023,5,May,Monday,2,22,False,Spring,Extra Large
2818,2023-09-10,1574,User_1574,Hyderabad,Gold,193,Swagath Eatery Multicuisine,Chinese,3.8,1101.03,2023,9,September,Sunday,3,36,True,Fall,Extra Large
2819,2023-02-28,1768,User_1768,Chennai,Regular,456,Hotel Dhaba Chinese,,,199.19,2023,2,February,Tuesday,1,9,False,Winter,Small
2820,2023-02-25,2918,User_2918,Hyderabad,Regular,287,Amma Cafe South Indian,,,1202.81,2023,2,February,Saturday,1,8,True,Winter,Extra Large
2821,2023-02-27,2343,User_2343,Bangalore,Regular,280,Taste of Dhaba Andhra,,,382.28,2023,2,February,Monday,1,9,False,Winter,Medium
2822,2023-12-28,2652,User_2652,Pune,Regular,117,Darbar Eatery North Indian,Indian,3.9,706.36,2023,12,December,Thursday,4,52,False,Winter,Large
2823,2023-07-13,371,User_371,Bangalore,Regular,429,Annapurna Biryani Pure Veg,,,817.45,2023,7,July,Thursday,3,28,False,Summer,Large
2824,2023-04-01,1153,User_1153,Hyderabad,Gold,61,Hotel Curry House North Indian,Italian,4.4,327.93,2023,4,April,Saturday,2,13,True,Spring,Medium
2825,2023-02-24,2213,User_2213,Chennai,Gold,87,Hotel Curry House Non-Veg,Mexican,3.8,241.3,2023,2,February,Friday,1,8,False,Winter,Small
2826,2023-05-01,513,User_513,Bangalore,Regular,41,Classic Delights Pure Veg,Mexican,3.7,1433.36,2023,5,May,Monday,2,18,False,Spring,Extra Large
2827,2023-10-31,2581,User_2581,Pune,Gold,105,Amma Curry House South Indian,Mexican,4.2,647.17,2023,10,October,Tuesday,4,44,False,Fall,Large
2828,2023-03-19,502,User_502,Pune,Regular,328,Ruchi Curry House Andhra,,,780.59,2023,3,March,Sunday,1,11,True,Spring,Large
2829,2023-12-15,2023,User_2023,Bangalore,Regular,58,Sai Biryani Multicuisine,Indian,4.4,1086.32,2023,12,December,Friday,4,50,False,Winter,Extra Large
2830,2023-04-16,222,User_222,Chennai,Gold,289,Sri Biryani Punjabi,,,1404.1,2023,4,April,Sunday,2,15,True,Spring,Extra Large
2831,2023-03-13,536,User_536,Hyderabad,Regular,31,Udupi Delights North Indian,Mexican,4.7,1310.36,2023,3,March,Monday,1,11,False,Spring,Extra Large
2832,2023-01-20,757,User_757,Pune,Gold,243,Grand Tiffins South Indian,Chinese,4.8,920.72,2023,1,January,Friday,1,3,False,Winter,Extra Large
2833,2023-06-14,928,User_928,Bangalore,Regular,57,Spice Mess Punjabi,Mexican,4.4,1135.45,2023,6,June,Wednesday,2,24,False,Summer,Extra Large
2834,2023-08-23,250,User_250,Pune,Regular,140,Royal Tiffins Punjabi,Italian,3.3,1263.87,2023,8,August,Wednesday,3,34,False,Summer,Extra Large
2835,2023-11-11,1168,User_1168,Hyderabad,Regular,227,Udupi Curry House Chinese,Italian,3.5,774.43,2023,11,November,Saturday,4,45,True,Fall,Large
2836,2023-12-25,1618,User_1618,Bangalore,Gold,270,Taste of Biryani North Indian,Mexican,3.8,1259.44,2023,12,December,Monday,4,52,False,Winter,Extra Large
2837,2023-02-16,2834,User_2834,Chennai,Regular,438,Grand Biryani Pure Veg,,,215.98,2023,2,February,Thursday,1,7,False,Winter,Small
2838,2023-10-24,2462,User_2462,Chennai,Gold,9,Classic Mess Family Restaurant,Italian,3.1,203.82,2023,10,October,Tuesday,4,43,False,Fall,Small
2839,2023-12-22,2193,User_2193,Pune,Gold,456,Hotel Dhaba Chinese,,,1165.09,2023,12,December,Friday,4,51,False,Winter,Extra Large
2840,2023-11-15,1789,User_1789,Pune,Gold,272,New Dhaba Pure Veg,Indian,4.8,891.29,2023,11,November,Wednesday,4,46,False,Fall,Large
2841,2023-12-04,422,User_422,Chennai,Regular,420,Ruchi Tiffins Chinese,,,1375.78,2023,12,December,Monday,4,49,False,Winter,Extra Large
